name,booth,hall,profile_url,website,domain,all_urls,social_links,description,categories,email,phone,scraped_at,data_quality_score,location_raw_address,location_street,location_city,location_state,location_postal,location_country,location_country_code,location_lat,location_lng,location_accuracy
Schaefer Electronics Inc,3043,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/D169A093-F38A-EF11-8109-89D6F48D9B9D,https://www.schaeferpower.com/content,www.schaeferpower.com,['https://www.schaeferpower.com/content'],{},"Tactical & Mission Critical Power Systems: [Power Conversion, Power Quality, & Power Electronics]. Founded in 1969, we design & manufacture… Inverters, Converters, Power Supplies, Current Sources, Active Harmonic Filters, etc.. (1KW-to-1MW). We offer COTS, MOTS, & Custom. For additional info, please contact us at sales@SchaeferPower.com or 508-435-6400.",[],sales@SchaeferPower.com,508-435-6400,2025-08-25 16:15:19,1.0,"

Schaefer Electronics Inc
45 South Street
Hopkinton, MA 01748",45 South Street,Hopkinton,MA,01748,United States,US,42.2096679,-71.5470595,geocoded
SCHROTH Safety Products LLC,7715,Hall DE,https://maps.goeshow.com/ausa/annual/2025/BA2CD87C-0B8B-EF11-8109-89D6F48D9B9D,https://www.schroth.com/en/defense/,www.schroth.com,['https://www.schroth.com/en/defense/'],{},"Visit SCHROTH Safety Products to see our Next Generation high-performance blast-attenuating seating and integrated Occupant Survivability Systems, such as Gunner Restraints, Sling Seats, Under Vest Restraint Systems (UVRS), and other multi-point Restraint Solutions—engineered to meet the evolving demands of modern battlespaces and developed collaboratively with U.S. Military Testing resources.",[],,,2025-08-25 16:15:26,0.7," Defense Systems

SCHROTH Safety Products LLC
Defense Systems
5320 NW 35th Ave
Fort Lauderdale, FL 33309",,,SC,,United States,US,33.6874388,-80.4363743,geocoded
"SCI Technology, Inc.",1761,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/B61A8DBC-548A-EF11-8107-E02365054D38,https://www.sci.com,www.sci.com,"['https://www.linkedin.com/company/https://www.linkedin.com/company/sci-technology-inc/', 'https://www.sci.com']",{'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/sci-technology-inc/'},"At SCI Technology, Inc., we serve those who serve by delivering innovative, trusted and comprehensive products and services that meet and exceed the unique needs of the Defense and Aerospace sector. To learn more about our full range of capabilities, visit us at www.SCI.com.",[],,,2025-08-25 16:15:32,0.8,"
13000 Memorial Parkway Southwest
Huntsville, AL 35803",13000 Memorial Parkway,Huntsville,AL,35803,United States,US,34.729847,-86.5859011,geocoded
ScioTeq,6621,Hall DE,https://maps.goeshow.com/ausa/annual/2025/FA6218AD-7C89-EF11-8107-E02365054D38,https://www.scioteq.com,www.scioteq.com,"['https://www.linkedin.com/company/https://www.linkedin.com/company/scioteq/', 'https://www.scioteq.com']",{'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/scioteq/'},"ScioTeq has 40 years of experience as a developer and manufacturer of high-tech, innovative, life- and mission-critical visualization solutions for the Air Traffic Control, Avionics and Defense & Security markets. With locations worldwide including the United States and Belgium, we are your trusted partner in the most demanding environments.",[],,,2025-08-25 16:15:38,0.8," Marketing and PR

ScioTeq
6650 Sugarloaf Parkway
Suite 100
Duluth, GA 30097",,Duluth,GA,30097,United States,US,34.0028569,-84.1441046,geocoded
SCYTALYS S.A.,7219,Hall DE,https://maps.goeshow.com/ausa/annual/2025/8546514B-0D3D-47A8-8869-0000E254B1CD,https://scytalys.com/,scytalys.com,"['https://www.linkedin.com/company/https://www.linkedin.com/company/scytalys', 'https://scytalys.com/']",{'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/scytalys'},"SCYTALYS SA, founded in 1993 in Greece, specializes in defense software and systems integration. With global presence and over 110 experts, it delivers cutting-edge solutions in C4I, Tactical Data Links, and Mission Systems. SCYTALYS empowers 18 nations with interoperable, high-reliability technologies enhancing situational awareness and enabling Network-Centric Warfare.",[],,,2025-08-25 16:15:45,0.7,8 Omirou St,,,,,USA,US,39.7837304,-100.445882,geocoded
"Sealevel Systems, Inc.",4042,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/0F3F32E7-1A8B-EF11-8109-89D6F48D9B9D,https://Sealevel.com,Sealevel.com,"['https://www.facebook.com/https://www.facebook.com/SealevelSystemsInc/', 'https://www.instagram.com/https://www.instagram.com/sealevelsystemsinc/', 'https://www.linkedin.com/company/https://www.linkedin.com/company/sealevel-systems-inc', 'https://Sealevel.com']","{'facebook': 'https://www.facebook.com/https://www.facebook.com/SealevelSystemsInc/', 'instagram': 'https://www.instagram.com/https://www.instagram.com/sealevelsystemsinc/', 'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/sealevel-systems-inc'}","Sealevel Systems, Inc. pioneers industrial I/O and embedded computing with over 350 American-made products and custom solutions. Backed by a lifetime warranty and AS9100 certification, we deliver unmatched reliability and long-term support, meeting rigorous military and commercial standards. Partner with us for innovative, mission-critical computing solutions.",[],,,2025-08-25 16:15:50,0.8,"
2779 GREENVILLE HIGHWAY
PO BOX 830
Liberty, SC 29657",,Liberty,SC,29657,United States,US,34.7869865,-82.6936822,geocoded
Seiler Precision Manufacturing,1410,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/5C24CB85-2A8A-EF11-8107-E02365054D38,https://www.SeilerPrecision.com,www.SeilerPrecision.com,"['https://www.facebook.com/https://facebook.com/seilerprecision', 'https://www.instagram.com/https://www.instagram.com/seilerprecision/', 'https://www.linkedin.com/company/https://www.linkedin.com/showcase/seilerprecision', 'https://www.SeilerPrecision.com']","{'facebook': 'https://www.facebook.com/https://facebook.com/seilerprecision', 'instagram': 'https://www.instagram.com/https://www.instagram.com/seilerprecision/', 'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/showcase/seilerprecision'}","Seiler is a family-owned small business founded in 1945. We are a DoD prime contractor and sub-tier contractor focused on manufacturing complex components, subassemblies, and major end-items on multiple weapons systems and platforms. Visit us at Booth #1410 to learn more.",[],,,2025-08-25 16:16:02,0.8,"

Contact Info
Charlie Bauer
Director of Manufacturing Sales

Seiler Precision Manufacturing
3433 Tree Court Industrial Boulevard
Saint Louis, MO 63122",3433 Tree Court Industrial Boulevard,Saint Louis,MO,63122,United States,US,38.5623072,-90.4617977,geocoded
Seitec,525,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/5F050030-ED3C-F011-8109-89D6F48D9B9D,https://www.seitec.com.au/,www.seitec.com.au,"['https://www.linkedin.com/company/https://linkedin.com/company/seitec-pty-ltd', 'https://www.seitec.com.au/']",{'linkedin': 'https://www.linkedin.com/company/https://linkedin.com/company/seitec-pty-ltd'},"Seitec helps people see, find and anticipate things. We build the most advanced software defined seismic systems in the world. Our flagship product detects, localises and scores UXO. We also provide concealable and passive sensors that can detect and track the movement of people, vehicles and drones, inside and out.",[],,,2025-08-25 16:16:10,0.7,2 Yallourn Street,,,,,Australia,AU,-24.7761086,134.755,geocoded
Sekai Electronics Inc,4312,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/C1A1D11C-348B-EF11-8109-89D6F48D9B9D,https://www.sekai-electronics.com,www.sekai-electronics.com,"['https://twitter.com/@SekaiElectronic', 'https://www.linkedin.com/company/https://www.linkedin.com/company/sekai-electronics-inc./', 'https://www.sekai-electronics.com']","{'twitter': 'https://twitter.com/@SekaiElectronic', 'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/sekai-electronics-inc./'}","SEKAI is a recognized pioneer in ruggedized camera systems and video recorders for military ground vehicles, military aircraft, commercial aircraft, RPVs and helicopters. Our application knowledge and experience covers the entire spectrum of military and commercial aerospace.",[],,,2025-08-25 16:16:15,0.8," Marketing

Sekai Electronics Inc
38 Waterworks Way
Irvine, CA 92618",38 Waterworks Way,Irvine,CA,92618,United States,US,33.6856969,-117.825981,geocoded
Senaptec,7027,Hall DE,https://maps.goeshow.com/ausa/annual/2025/312988C9-773E-F011-8109-89D6F48D9B9D,https://www.senaptec.com,www.senaptec.com,"['https://www.facebook.com/@senaptec', 'https://twitter.com/@senaptec', 'https://www.instagram.com/@senaptec', 'https://www.linkedin.com/company/senaptec', 'https://www.senaptec.com']","{'facebook': 'https://www.facebook.com/@senaptec', 'twitter': 'https://twitter.com/@senaptec', 'instagram': 'https://www.instagram.com/@senaptec', 'linkedin': 'https://www.linkedin.com/company/senaptec'}","We work hard to make great tools, but even more, we are inspired by the consistency in which athletes work hard too. Those who experience the benefit of our tools are those who also motivate us to share our solution with the world.",[],,,2025-08-25 16:16:23,0.8,"
Beaverton, OR 97008",,Beaverton,,,OR 97008,,45.4871723,-122.80378,geocoded
Senetas Security Pty Ltd,525,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/FF18C44A-ED3C-F011-8109-89D6F48D9B9D,https://www.senetas.com,www.senetas.com,"['https://www.linkedin.com/company/https://www.linkedin.com/company/senetas/', 'https://www.senetas.com']",{'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/senetas/'},"Senetas is a trusted Australian cybersecurity leader delivering high-assurance, quantum-resistant encryption for C5ISR and mission-critical operations. Certified by top global security authorities, our ultra-low latency solutions secure data across high-speed networks. Through our partner Thales, we ensure data sovereignty, operational readiness, and future-proof protection across tactical and edge environments.",[],,,2025-08-25 16:16:31,0.7,312 Kings Way,,,,,USA,US,39.7837304,-100.445882,geocoded
"Sentry View Systems, Inc.",4047,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/62CC5AE1-0673-F011-8109-89D6F48D9B9D,https://sentryviewsystems.com/,sentryviewsystems.com,['https://sentryviewsystems.com/'],{},,[],,,2025-08-25 16:16:37,0.7,"
2700 Business Center Boulevard
Melbourne, FL 32940",2700 Business Center Boulevard,Melbourne,FL,32940,United States,US,28.0785034,-80.6077908,geocoded
Serco Inc.,7027,Hall DE,https://maps.goeshow.com/ausa/annual/2025/2B853059-EF3F-F011-8109-89D6F48D9B9D,https://Serco.com,Serco.com,"['https://www.facebook.com/SercoInc', 'https://twitter.com/Serco_inc', 'https://www.linkedin.com/company/serco', 'https://Serco.com']","{'facebook': 'https://www.facebook.com/SercoInc', 'twitter': 'https://twitter.com/Serco_inc', 'linkedin': 'https://www.linkedin.com/company/serco'}","Serco Inc. is a leading service company with nearly 10,000 dedicated professionals providing full-spectrum technical and professional services, including non-clinical counseling and support to military members and their families. Serco specializes in large-scale, globally staffed defense contracts for personnel readiness and training.",[],,,2025-08-25 16:16:42,0.8,"
12930 Worldgate Drive Suite 600
Herndon, VA 20170",12930 Worldgate Drive,Herndon,VA,20170,United States,US,38.9695316,-77.3859479,geocoded
ServiceNow,1267,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/C7CD2B3F-198B-EF11-8109-89D6F48D9B9D,https://www.servicenow.com/industries/government.html,www.servicenow.com,"['https://www.facebook.com/https://www.facebook.com/servicenow/', 'https://twitter.com/https://x.com/ServiceNow', 'https://www.instagram.com/https://www.instagram.com/servicenow/?hl=en', 'https://www.linkedin.com/company/https://www.linkedin.com/company/servicenow/', 'https://www.tiktok.com/@https://www.tiktok.com/@servicenow?lang=en', 'https://www.servicenow.com/industries/government.html']","{'facebook': 'https://www.facebook.com/https://www.facebook.com/servicenow/', 'twitter': 'https://twitter.com/https://x.com/ServiceNow', 'instagram': 'https://www.instagram.com/https://www.instagram.com/servicenow/?hl=en', 'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/servicenow/'}",Modernize and improve Army Readiness. Support soldiers and their families. Enable operational effectiveness. Achieve mission resilience.,[],,,2025-08-25 16:16:48,0.8," DoD

ServiceNow
8045 Leesburg Pike
Suite 600
Vienna, VA 22182",,Vienna,VA,22182,United States,US,38.9013729,-77.2651762,geocoded
SHARKCAGE Inc,4055,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/3957C442-248B-EF11-8109-89D6F48D9B9D,https://www.sharkcage.com,www.sharkcage.com,['https://www.sharkcage.com'],{},"Our MISSION is to provide high quality mobile storage solutions that radically improve operational efficiency, personnel safety and material security, while leveraging existing infrastructure.",[],,,2025-08-25 16:16:53,0.7,"

Contact Info
Ralph Kluna
Managing Director

SHARKCAGE Inc
172 Creekside Park
Suite 105
Spring Branch, TX 78070",,,SH,,USA,US,39.3412127,-101.7492408,geocoded
Shield AI,2847,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/719E50B1-568A-EF11-8107-E02365054D38,https://shield.ai/,shield.ai,"['https://www.facebook.com/https://www.facebook.com/shieldai/', 'https://twitter.com/https://x.com/shieldaitech?s=11', 'https://www.instagram.com/https://www.instagram.com/shield_ai/', 'https://www.linkedin.com/company/https://www.linkedin.com/company/shield-ai/', 'https://shield.ai/']","{'facebook': 'https://www.facebook.com/https://www.facebook.com/shieldai/', 'twitter': 'https://twitter.com/https://x.com/shieldaitech?s=11', 'instagram': 'https://www.instagram.com/https://www.instagram.com/shield_ai/', 'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/shield-ai/'}","Founded in 2015, Shield AI is a deep-tech company building state-of-the-art autonomy software products and defense aircraft, including Hivemind, V-BAT, and Sentient Vision Systems, supporting the U.S. Department of Defense, allies, and partners worldwide.",[],,,2025-08-25 16:16:59,0.8," Army Portfolio Lead

Shield AI
600 W Broadway Ste 600
San Diego, CA 92101",600 W Broadway St,San Diego,CA,92101,United States,US,32.8217025,-117.1303566,geocoded
Shift5,8512,Hall DE,https://maps.goeshow.com/ausa/annual/2025/2A11E1CC-1E8B-EF11-8109-89D6F48D9B9D,https://shift5.io/,shift5.io,"['https://twitter.com/https://twitter.com/shift5co', 'https://www.linkedin.com/company/https://www.linkedin.com/company/shift5/', 'https://shift5.io/']","{'twitter': 'https://twitter.com/https://twitter.com/shift5co', 'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/shift5/'}","Shift5 is the observability platform for onboard operational technology (OT), enabling smarter, faster decisions through real-time data access, contextual insights, and actionable analytics at the edge for commercial aviation, rail, and defense.",[],,,2025-08-25 16:17:05,0.8,"

Contact Info
Kevin Williams
Account Executive

Shift5
1100 Wilson Boulevard
Suite 2100
Rosslyn, VA 22209",,Rosslyn,VA,22209,United States,US,38.8959791,-77.0709087,geocoded
