Institution Name,State,City,program,Contact Email,Website
Advanced Welding Institute,VT,South Burlington,Welding,rick@awi.edu,www.awi.edu/
Miller-Motte College-Raleigh,NC,Raleigh,HVAC,—,https://www.miller-motte.edu/
Miller-Motte College-Raleigh,NC,Raleigh,Plumbing & Pipefitting,—,https://www.miller-motte.edu/
San Joaquin Valley College-Hesperia,CA,Hesperia,HVAC,—,sjvc.edu/
South Texas Vocational Technical Institute-Brownsville,TX,Brownsville,HVAC,admissions.brownsville@stvt.edu,https://www.stvt.edu/
Miller-Motte College-STVT-Corpus Christi,TX,Corpus Christi,Welding,admissions.corpuschristi@stvt.edu,https://www.stvt.edu/
Miller-Motte College-STVT-Corpus Christi,TX,Corpus Christi,Diesel & Automotive Tech,admissions.corpuschristi@stvt.edu,https://www.stvt.edu/
Miller-Motte College-STVT-Corpus Christi,TX,Corpus Christi,HVAC,admissions.corpuschristi@stvt.edu,https://www.stvt.edu/
CBT Technology Institute-Cutler Bay,FL,Cutler Bay,HVAC,—,www.cbt.edu/
CBT Technology Institute-Cutler Bay,FL,Cutler Bay,Construction,—,www.cbt.edu/
Emerald Coast Technical College,FL,DeFuniak Springs,Welding,Michael.Smithart@walton.k12.fl.us,www.ectc.edu/
Somerset County Technology Center,PA,Somerset,Diesel & Automotive Tech,info@sctc.net,sctc.net/
Somerset County Technology Center,PA,Somerset,Construction,info@sctc.net,sctc.net/
Somerset County Technology Center,PA,Somerset,Woodworking & Carpentry,info@sctc.net,sctc.net/
Somerset County Technology Center,PA,Somerset,HVAC,info@sctc.net,sctc.net/
Somerset County Technology Center,PA,Somerset,Welding,info@sctc.net,sctc.net/
Miller-Motte College-Fayetteville,NC,Fayetteville,Welding,admissions.corpuschristi@stvt.edu,https://www.stvt.edu/
Miller-Motte College-Fayetteville,NC,Fayetteville,Diesel & Automotive Tech,admissions.corpuschristi@stvt.edu,https://www.stvt.edu/
Miller-Motte College-Fayetteville,NC,Fayetteville,HVAC,admissions.corpuschristi@stvt.edu,https://www.stvt.edu/
Miller-Motte College-STVT-San Antonio,TX,San Antonio,Welding,admissions.corpuschristi@stvt.edu,https://www.stvt.edu/
Miller-Motte College-STVT-San Antonio,TX,San Antonio,Diesel & Automotive Tech,admissions.corpuschristi@stvt.edu,https://www.stvt.edu/
Miller-Motte College-STVT-San Antonio,TX,San Antonio,HVAC,admissions.corpuschristi@stvt.edu,https://www.stvt.edu/
Universal Technical Institute-Dallas Fort Worth,TX,Irving,Diesel & Automotive Tech,employment_services_utiphx@uti.edu,www.uti.edu/
Universal Technical Institute-Dallas Fort Worth,TX,Irving,Electronics,employment_services_utiphx@uti.edu,www.uti.edu/
Universal Technical Institute-Dallas Fort Worth,TX,Irving,HVAC,employment_services_utiphx@uti.edu,www.uti.edu/
Universal Technical Institute-Dallas Fort Worth,TX,Irving,Welding,employment_services_utiphx@uti.edu,www.uti.edu/
Miller-Motte College-Jacksonville,NC,Jacksonville,Welding,admissions.corpuschristi@stvt.edu,https://www.stvt.edu/
Miller-Motte College-Jacksonville,NC,Jacksonville,Diesel & Automotive Tech,admissions.corpuschristi@stvt.edu,https://www.stvt.edu/
Miller-Motte College-Jacksonville,NC,Jacksonville,HVAC,admissions.corpuschristi@stvt.edu,https://www.stvt.edu/
Advanced Training Institute,NV,Las Vegas,Diesel & Automotive Tech,—,www.atitraining.edu/
Advanced Training Institute,NV,Las Vegas,HVAC,—,www.atitraining.edu/
American Trade School,MO,Saint Ann,HVAC,—,www.americantradeschool.edu/
Northeast Technical Institute,ME,Scarborough,HVAC,Admissions@ntinow.edu,ntinow.edu/
Florida Academy,FL,Fort Myers,HVAC,LJ@florida-academy.edu,https://florida-academy.edu/
CET-Soledad,CA,Soledad,Diesel & Automotive Tech,—,https://cetweb.edu/
CET-Soledad,CA,Soledad,HVAC,—,https://cetweb.edu/
CET-Soledad,CA,Soledad,Welding,—,https://cetweb.edu/
New England Tractor Trailer Training School of Massachusetts,MA,North Andover,HVAC,—,www.nettts.com/
Oklahoma Technical College,OK,Tulsa,Diesel & Automotive Tech,info@oklahomatechnicalcollege.com,www.oklahomatechnicalcollege.com/
Oklahoma Technical College,OK,Tulsa,HVAC,info@oklahomatechnicalcollege.com,www.oklahomatechnicalcollege.com/
Oklahoma Technical College,OK,Tulsa,Plumbing & Pipefitting,info@oklahomatechnicalcollege.com,www.oklahomatechnicalcollege.com/
Oklahoma Technical College,OK,Tulsa,Welding,info@oklahomatechnicalcollege.com,www.oklahomatechnicalcollege.com/
San Joaquin Valley College-Temecula,CA,Temecula,Construction,—,www.sjvc.edu/
San Joaquin Valley College-Temecula,CA,Temecula,HVAC,—,www.sjvc.edu/
Tooele Technical College,UT,Tooele,Construction,info@tooeletech.edu,www.tooeletech.edu/
Tooele Technical College,UT,Tooele,Diesel & Automotive Tech,info@tooeletech.edu,www.tooeletech.edu/
Tooele Technical College,UT,Tooele,Welding,info@tooeletech.edu,www.tooeletech.edu/
Futura Career Institute,FL,Hialeah,HVAC,institute7887@bellsouth.net,www.futuracareerinstitute.net/
MotoRing Technical Training Institute,RI,East Providence,Diesel & Automotive Tech,—,www.mtti.edu/
MotoRing Technical Training Institute,RI,East Providence,Woodworking & Carpentry,—,www.mtti.edu/
MotoRing Technical Training Institute,RI,East Providence,Plumbing & Pipefitting,—,www.mtti.edu/
MotoRing Technical Training Institute,RI,East Providence,HVAC,—,www.mtti.edu/
Advanced Career Institute,CA,Visalia,Welding,email@advanced.edu,https://advanced.edu/
M T Training Center,TX,,Welding,admin@mttrainingcenter.edu,mttrainingcenter.org/
M T Training Center,TX,,HVAC,admin@mttrainingcenter.edu,mttrainingcenter.org/
Berks Career & Technology Center,PA,Leesport,Construction,MBStauffer@berkscareer.com,www.berkscareer.com/ACE
Berks Career & Technology Center,PA,Leesport,Woodworking & Carpentry,MBStauffer@berkscareer.com,www.berkscareer.com/ACE
Berks Career & Technology Center,PA,Leesport,HVAC,MBStauffer@berkscareer.com,www.berkscareer.com/ACE
Berks Career & Technology Center,PA,Leesport,Plumbing & Pipefitting,MBStauffer@berkscareer.com,www.berkscareer.com/ACE
Berks Career & Technology Center,PA,Leesport,CAD/CAM Drafting,MBStauffer@berkscareer.com,www.berkscareer.com/ACE
Berks Career & Technology Center,PA,Leesport,Welding,MBStauffer@berkscareer.com,www.berkscareer.com/ACE
Berks Career & Technology Center,PA,Leesport,Diesel & Automotive Tech,MBStauffer@berkscareer.com,www.berkscareer.com/ACE
Carthage R9 School District-Carthage Technical Center,MO,Carthage,HVAC,—,ctc.carthagetigers.org/
Helms College,GA,Augusta,HVAC,contact@helms.edu,www.helms.edu/
San Joaquin Valley College-Lancaster,CA,Lancaster,HVAC,—,www.sjvc.edu/
InterCoast Colleges-Fairfield,CA,Fairfield,HVAC,—,https://www.intercoast.edu/
Midwest Technical Institute-Springfield,MO,Springfield,Welding,Media@midwesttech.edu,www.midwesttech.edu/
Midwest Technical Institute-Springfield,MO,Springfield,HVAC,Media@midwesttech.edu,www.midwesttech.edu/
Midwest Technical Institute-Springfield,MO,Springfield,Plumbing & Pipefitting,Media@midwesttech.edu,www.midwesttech.edu/
Central Georgia Technical College,GA,Warner Robins,Diesel & Automotive Tech,tmrogers@centralgatech.edu,www.centralgatech.edu/
Central Georgia Technical College,GA,Warner Robins,HVAC,tmrogers@centralgatech.edu,www.centralgatech.edu/
Central Georgia Technical College,GA,Warner Robins,Woodworking & Carpentry,tmrogers@centralgatech.edu,www.centralgatech.edu/
Central Georgia Technical College,GA,Warner Robins,Construction,tmrogers@centralgatech.edu,www.centralgatech.edu/
Central Georgia Technical College,GA,Warner Robins,Electronics,tmrogers@centralgatech.edu,www.centralgatech.edu/
Central Georgia Technical College,GA,Warner Robins,Machine & Mechanical Systems,tmrogers@centralgatech.edu,www.centralgatech.edu/
Central Georgia Technical College,GA,Warner Robins,Plumbing & Pipefitting,tmrogers@centralgatech.edu,www.centralgatech.edu/
Central Georgia Technical College,GA,Warner Robins,Welding,tmrogers@centralgatech.edu,www.centralgatech.edu/
Louisiana Delta Community College,LA,Monroe,HVAC,justinhoggard@ladelta.edu,https://www.ladelta.edu/
Louisiana Delta Community College,LA,Monroe,Diesel & Automotive Tech,justinhoggard@ladelta.edu,https://www.ladelta.edu/
Louisiana Delta Community College,LA,Monroe,CAD/CAM Drafting,justinhoggard@ladelta.edu,https://www.ladelta.edu/
Louisiana Delta Community College,LA,Monroe,Welding,justinhoggard@ladelta.edu,https://www.ladelta.edu/
The Fab School,CA,Rancho Cucamonga,Welding,—,https://www.thefabschool.com/
Electrical and HVAC/R Training Center,NY,Copiague,HVAC,robert@electricaltrainingcenter.edu,https://www.electricaltrainingcenter.edu/
Philadelphia Technician Training,PA,Philadelphia,Welding,info@ptt.edu,www.ptt.edu/
Philadelphia Technician Training,PA,Philadelphia,Machine & Mechanical Systems,info@ptt.edu,www.ptt.edu/
Philadelphia Technician Training,PA,Philadelphia,Diesel & Automotive Tech,info@ptt.edu,www.ptt.edu/
Philadelphia Technician Training,PA,Philadelphia,Plumbing & Pipefitting,info@ptt.edu,www.ptt.edu/
Philadelphia Technician Training,PA,Philadelphia,Construction,info@ptt.edu,www.ptt.edu/
InterAmerican Technical Institute,FL,Miami,HVAC,rebeca.rosabal@iti.edu,www.iti.edu/
Aparicio-Levy Technical College,FL,Tampa,Diesel & Automotive Tech,—,https://www.hillsboroughschools.org/altc
Coastal Pines Technical College,GA,Waycross,Welding,—,www.coastalpines.edu/
Coastal Pines Technical College,GA,Waycross,HVAC,—,www.coastalpines.edu/
Coastal Pines Technical College,GA,Waycross,Construction,—,www.coastalpines.edu/
Coastal Pines Technical College,GA,Waycross,Machine & Mechanical Systems,—,www.coastalpines.edu/
Coastal Pines Technical College,GA,Waycross,Electronics,—,www.coastalpines.edu/
HVAC Technical Institute,IL,Chicago,HVAC,—,www.hvac-tech.com/
Southern Regional Technical College,GA,Thomasville,CAD/CAM Drafting,jglass@southernregional.edu,southernregional.edu/
Southern Regional Technical College,GA,Thomasville,HVAC,jglass@southernregional.edu,southernregional.edu/
Southern Regional Technical College,GA,Thomasville,Diesel & Automotive Tech,jglass@southernregional.edu,southernregional.edu/
Southern Regional Technical College,GA,Thomasville,Machine & Mechanical Systems,jglass@southernregional.edu,southernregional.edu/
Southern Regional Technical College,GA,Thomasville,Woodworking & Carpentry,jglass@southernregional.edu,southernregional.edu/
Southern Regional Technical College,GA,Thomasville,Construction,jglass@southernregional.edu,southernregional.edu/
Southern Regional Technical College,GA,Thomasville,Welding,jglass@southernregional.edu,southernregional.edu/
Jones Technical Institute,FL,Jacksonville,Diesel & Automotive Tech,—,www.jtech.org/
Jones Technical Institute,FL,Jacksonville,HVAC,—,www.jtech.org/
Jones Technical Institute,FL,Jacksonville,Welding,—,www.jtech.org/
Texas State Technical College,TX,Waco,Machine & Mechanical Systems,—,www.tstc.edu/
Texas State Technical College,TX,Waco,Diesel & Automotive Tech,—,www.tstc.edu/
Texas State Technical College,TX,Waco,Construction,—,www.tstc.edu/
Texas State Technical College,TX,Waco,CAD/CAM Drafting,—,www.tstc.edu/
Texas State Technical College,TX,Waco,HVAC,—,www.tstc.edu/
Texas State Technical College,TX,Waco,Plumbing & Pipefitting,—,www.tstc.edu/
Texas State Technical College,TX,Waco,Welding,—,www.tstc.edu/
Universal Technical Institute-Southern California,CA,Long Beach,Diesel & Automotive Tech,UTILongBeachStudentServices@uti.edu,https://www.uti.edu/
Universal Technical Institute-Southern California,CA,Long Beach,HVAC,UTILongBeachStudentServices@uti.edu,https://www.uti.edu/
Universal Technical Institute-Southern California,CA,Long Beach,Welding,UTILongBeachStudentServices@uti.edu,https://www.uti.edu/
Butte County Regional Occupational Program,CA,Chico,Welding,cte@bcoe.org,cte.bcoe.org/
Arclabs,SC,Piedmont,Welding,—,https://www.arclabs.edu/
DeHart Technical School,CA,Modesto,HVAC,%20dts@deharttech.edu,www.deharttech.edu/
Tulsa Technology Center,OK,Tulsa,Woodworking & Carpentry,sam.ramsey@tulsatech.edu,https://tulsatech.edu/
Tulsa Technology Center,OK,Tulsa,Construction,sam.ramsey@tulsatech.edu,https://tulsatech.edu/
Tulsa Technology Center,OK,Tulsa,HVAC,sam.ramsey@tulsatech.edu,https://tulsatech.edu/
Tulsa Technology Center,OK,Tulsa,Plumbing & Pipefitting,sam.ramsey@tulsatech.edu,https://tulsatech.edu/
Tulsa Technology Center,OK,Tulsa,Machine & Mechanical Systems,sam.ramsey@tulsatech.edu,https://tulsatech.edu/
Tulsa Technology Center,OK,Tulsa,CAD/CAM Drafting,sam.ramsey@tulsatech.edu,https://tulsatech.edu/
Tulsa Technology Center,OK,Tulsa,Welding,sam.ramsey@tulsatech.edu,https://tulsatech.edu/
Tulsa Technology Center,OK,Tulsa,Diesel & Automotive Tech,sam.ramsey@tulsatech.edu,https://tulsatech.edu/
Clovis Community College,CA,Fresno,Machine & Mechanical Systems,—,www.cloviscollege.edu/
Gadsden Technical College,FL,Quincy,Diesel & Automotive Tech,—,www.gadsdentech.org/
Peloton College,TX,Arlington,Electronics,smcdowell@pelotoncollege.edu,pelotoncollege.edu/
Arkansas Welding Academy,AR,Jacksonville,Welding,info@arkansasweldingacademy.edu,https://arkansasweldingacademy.edu/
Commercial Divers International,AZ,Goodyear,Welding,—,commercialdiversinternational.edu/
Miller-Motte College-STVT-Arlington,TX,Arlington,HVAC,—,https://www.stvt.edu/
Polytech Adult Education,DE,Woodside,CAD/CAM Drafting,—,www.polytechworks.com/
Polytech Adult Education,DE,Woodside,Construction,—,www.polytechworks.com/
Polytech Adult Education,DE,Woodside,Electronics,—,www.polytechworks.com/
Polytech Adult Education,DE,Woodside,Plumbing & Pipefitting,—,www.polytechworks.com/
Polytech Adult Education,DE,Woodside,Welding,—,www.polytechworks.com/
Polytech Adult Education,DE,Woodside,Diesel & Automotive Tech,—,www.polytechworks.com/
Wilton Simpson Technical College,FL,Brooksville,Diesel & Automotive Tech,pinder_r@hcsb.k12.fl.us,hernandoschools.org/schools/stc
Wilton Simpson Technical College,FL,Brooksville,HVAC,pinder_r@hcsb.k12.fl.us,hernandoschools.org/schools/stc
Wilton Simpson Technical College,FL,Brooksville,Welding,pinder_r@hcsb.k12.fl.us,hernandoschools.org/schools/stc
Chicago Professional Center,IL,Prospect Heights,HVAC,—,www.chicagoprofessionalcenter.com/
Universal Technical Institute-Bloomfield,NJ,Bloomfield,Diesel & Automotive Tech,—,www.uti.edu/
Universal Technical Institute-Bloomfield,NJ,Bloomfield,HVAC,—,www.uti.edu/
Universal Technical Institute-Bloomfield,NJ,Bloomfield,Welding,—,www.uti.edu/
MCI,TX,McAllen,Welding,info@mcallencareersinstitute.edu,www.mcallencareersinstitute.edu/
Fortis College,MD,Landover,Electronics,—,www.fortis.edu/
Fortis College,MD,Landover,Welding,—,www.fortis.edu/
Fortis College,MD,Landover,HVAC,—,www.fortis.edu/
Rockford Career College,IL,Rockford,Construction,—,https://www.rockfordcareercollege.edu/
Rockford Career College,IL,Rockford,HVAC,—,https://www.rockfordcareercollege.edu/
Rockford Career College,IL,Rockford,Welding,—,https://www.rockfordcareercollege.edu/
Western Maricopa Education Center,AZ,Glendale,HVAC,info@west-mec.org,https://west-mec.edu/findyourhappy
Western Maricopa Education Center,AZ,Glendale,Welding,info@west-mec.org,https://west-mec.edu/findyourhappy
Austin Career Institute,TX,Austin,HVAC,contact@austincareerinstitute.edu,https://www.austincareerinstitute.edu/
Elite Welding Academy - Cincinnati,,Cincinnati,Welding,info@eliteweldingacademy.com,https://www.eliteweldingacademy.com/
Burlington County Adult Education,NJ,Westampton,Diesel & Automotive Tech,amcalpin@burlcoschools.org,https://www.bcit.cc/
Burlington County Adult Education,NJ,Westampton,Machine & Mechanical Systems,amcalpin@burlcoschools.org,https://www.bcit.cc/
Burlington County Adult Education,NJ,Westampton,Construction,amcalpin@burlcoschools.org,https://www.bcit.cc/
Burlington County Adult Education,NJ,Westampton,HVAC,amcalpin@burlcoschools.org,https://www.bcit.cc/
Burlington County Adult Education,NJ,Westampton,Plumbing & Pipefitting,amcalpin@burlcoschools.org,https://www.bcit.cc/
Burlington County Adult Education,NJ,Westampton,Welding,amcalpin@burlcoschools.org,https://www.bcit.cc/
Burlington County Adult Education,NJ,Westampton,Woodworking & Carpentry,amcalpin@burlcoschools.org,https://www.bcit.cc/
Madera Community College,CA,Madera,Welding,daniel.griffith@scccd.edu,https://www.maderacollege.edu/
Madera Community College,CA,Madera,Machine & Mechanical Systems,daniel.griffith@scccd.edu,https://www.maderacollege.edu/
Technology Learning Center,MA,Oxford,Plumbing & Pipefitting,tlc@techlearningcenter.com,https://tlcedu.com/
Technology Learning Center,MA,Oxford,HVAC,tlc@techlearningcenter.com,https://tlcedu.com/
Technology Learning Center,MA,Oxford,Welding,tlc@techlearningcenter.com,https://tlcedu.com/
UEI College,WA,Tacoma,HVAC,—,https://www.uei.edu/
UEI College,WA,Tacoma,Diesel & Automotive Tech,—,https://www.uei.edu/
Universal Technical Institute,FL,Miramar,Diesel & Automotive Tech,supportservicesteammiramar@uti.edu,https://www.uti.edu/
Universal Technical Institute,FL,Miramar,Welding,supportservicesteammiramar@uti.edu,https://www.uti.edu/
Universal Technical Institute,FL,Miramar,Machine & Mechanical Systems,supportservicesteammiramar@uti.edu,https://www.uti.edu/
Universal Technical Institute,FL,Miramar,HVAC,supportservicesteammiramar@uti.edu,https://www.uti.edu/
Boone Career and Technical Center,WV,Foster,Welding,—,https://www.gobctc.com/
Heartland Welding Academy,KS,Andover,Welding,info@heartlandwelding.com,https://www.heartlandweldingacademy.com/
Aviation Institute of Maintenance,AZ,Phoenix,HVAC,—,https://aviationmaintenance.edu/
Aviation Institute of Maintenance,AZ,Phoenix,Welding,—,https://aviationmaintenance.edu/
Aviation Institute of Maintenance,AZ,Phoenix,Machine & Mechanical Systems,—,https://aviationmaintenance.edu/
