Institution Name,State,City,program,Contact Email,Website,Contact Name
Meridian Technology Center,OK,Stillwater,Welding,dougm@meridiantech.edu,https://www.meridiantech.edu/,Douglas Major
Meridian Technology Center,OK,Stillwater,Diesel & Automotive Tech,dougm@meridiantech.edu,https://www.meridiantech.edu/,Douglas Major
Meridian Technology Center,OK,Stillwater,Woodworking & Carpentry,dougm@meridiantech.edu,https://www.meridiantech.edu/,Douglas Major
Universal Technical Institute of Illinois Inc,IL,Lisle,Welding,—,www.uti.edu/,General Phone
Universal Technical Institute of Illinois Inc,IL,Lisle,HVAC,—,www.uti.edu/,General Phone
Universal Technical Institute of Illinois Inc,IL,Lisle,Diesel & Automotive Tech,—,www.uti.edu/,General Phone
Pennsylvania College of Technology,PA,Williamsport,Diesel & Automotive Tech,cworkforce@pct.edu,https://www.pct.edu/,Dr. Michael J. Reed
Pennsylvania College of Technology,PA,Williamsport,Plumbing & Pipefitting,cworkforce@pct.edu,https://www.pct.edu/,Dr. Michael J. Reed
Pennsylvania College of Technology,PA,Williamsport,Welding,cworkforce@pct.edu,https://www.pct.edu/,Dr. Michael J. Reed
Ogeechee Technical College,GA,Statesboro,Diesel & Automotive Tech,ldurden@ogeecheetech.edu,www.ogeecheetech.edu/,Lori Durden
Ogeechee Technical College,GA,Statesboro,HVAC,ldurden@ogeecheetech.edu,www.ogeecheetech.edu/,Lori Durden
Ogeechee Technical College,GA,Statesboro,Construction,ldurden@ogeecheetech.edu,www.ogeecheetech.edu/,Lori Durden
Ogeechee Technical College,GA,Statesboro,Welding,ldurden@ogeecheetech.edu,www.ogeecheetech.edu/,Lori Durden
Southern Technical College,FL,Fort Myers,HVAC,—,www.southerntech.edu/,General Phone
Southern Technical College,FL,Fort Myers,Welding,—,www.southerntech.edu/,General Phone
Southwest Technology Center,OK,Altus,Welding,dlatham@swtech.edu,www.swtech.edu/,Dale Latham
Western Area Career & Technology Center,PA,Canonsburg,Diesel & Automotive Tech,—,www.wactc.net/,Julie Bennett
Western Area Career & Technology Center,PA,Canonsburg,HVAC,—,www.wactc.net/,Julie Bennett
Western Area Career & Technology Center,PA,Canonsburg,Welding,—,www.wactc.net/,Julie Bennett
Western Area Career & Technology Center,PA,Canonsburg,Machine & Mechanical Systems,—,www.wactc.net/,Julie Bennett
Southeastern Technical College,GA,Vidalia,Diesel & Automotive Tech,lcalhoun@southeasterntech.edu,www.southeasterntech.edu/,Larry Calhoun
Southeastern Technical College,GA,Vidalia,HVAC,lcalhoun@southeasterntech.edu,www.southeasterntech.edu/,Larry Calhoun
Southeastern Technical College,GA,Vidalia,Machine & Mechanical Systems,lcalhoun@southeasterntech.edu,www.southeasterntech.edu/,Larry Calhoun
Southeastern Technical College,GA,Vidalia,Welding,lcalhoun@southeasterntech.edu,www.southeasterntech.edu/,Larry Calhoun
Erwin Technical College,FL,Tampa,Welding,—,www.hillsboroughschools.org/erwin,General Phone
Erwin Technical College,FL,Tampa,Plumbing & Pipefitting,—,www.hillsboroughschools.org/erwin,General Phone
Central Pennsylvania Institute of Science and Technology,PA,Pleasant Gap,Woodworking & Carpentry,mavolders@cpi.edu,www.cpi.edu/,MaryAnn Volders
Central Pennsylvania Institute of Science and Technology,PA,Pleasant Gap,Diesel & Automotive Tech,mavolders@cpi.edu,www.cpi.edu/,MaryAnn Volders
Central Pennsylvania Institute of Science and Technology,PA,Pleasant Gap,HVAC,mavolders@cpi.edu,www.cpi.edu/,MaryAnn Volders
Central Pennsylvania Institute of Science and Technology,PA,Pleasant Gap,Welding,mavolders@cpi.edu,www.cpi.edu/,MaryAnn Volders
Northwest Educational Center,,Houston,Construction,—,nwec.edu/,General Phone
National Career Education,CA,Citrus Heights,HVAC,—,nce.edu/,General Phone
All-State Career-Baltimore,MD,Baltimore,HVAC,—,https://www.allstatecareer.edu/,General Phone
All-State Career-Baltimore,MD,Baltimore,Welding,—,https://www.allstatecareer.edu/,General Phone
Lincoln Technical Institute-Moorestown,NJ,Moorestown,Electronics,—,www.lincolntech.edu/campus/moorestown-nj,General Phone
Lincoln Technical Institute-Moorestown,NJ,Moorestown,HVAC,—,www.lincolntech.edu/campus/moorestown-nj,General Phone
Knox County Career Center,OH,Mount Vernon,HVAC,kwilliams@knoxcc.org,https://www.knoxtechnicalcenter.com/,Kim Williams
Knox County Career Center,OH,Mount Vernon,Welding,kwilliams@knoxcc.org,https://www.knoxtechnicalcenter.com/,Kim Williams
Madison Adult Career Center,OH,Mansfield,Machine & Mechanical Systems,adaniels@madisonrams.net,www.madisonadultcc.org/,Amy Daniels
Madison Adult Career Center,OH,Mansfield,Welding,adaniels@madisonrams.net,www.madisonadultcc.org/,Amy Daniels
Remington College-Cleveland Campus,OH,Cleveland,Construction,—,https://www.remingtoncollege.edu/locations/cleveland/,General Phone
Remington College-Cleveland Campus,OH,Cleveland,Welding,—,https://www.remingtoncollege.edu/locations/cleveland/,General Phone
Brown & Clermont Adult Career Campuses,OH,Bethel,Welding,Vicki.Carrington@BCCareer.org,www.bccareer.org/,Vicki Carrington
Chisholm Trail Technology Center,OK,Omega,Diesel & Automotive Tech,counselor@cttc.edu,www.cttc.edu/,Student Services
Chisholm Trail Technology Center,OK,Omega,Welding,counselor@cttc.edu,www.cttc.edu/,Student Services
Chisholm Trail Technology Center,OK,Omega,Construction,counselor@cttc.edu,www.cttc.edu/,Student Services
Gordon Cooper Technology Center,OK,Shawnee,Diesel & Automotive Tech,juliem@gctech.edu,www.gctech.edu/,Julie McCormick
Gordon Cooper Technology Center,OK,Shawnee,Woodworking & Carpentry,juliem@gctech.edu,www.gctech.edu/,Julie McCormick
Gordon Cooper Technology Center,OK,Shawnee,HVAC,juliem@gctech.edu,www.gctech.edu/,Julie McCormick
Gordon Cooper Technology Center,OK,Shawnee,Machine & Mechanical Systems,juliem@gctech.edu,www.gctech.edu/,Julie McCormick
Gordon Cooper Technology Center,OK,Shawnee,Welding,juliem@gctech.edu,www.gctech.edu/,Julie McCormick
Kiamichi Technology Center-McAlester,OK,McAlester,Diesel & Automotive Tech,—,www.ktc.edu/,General Phone
Kiamichi Technology Center-McAlester,OK,McAlester,Machine & Mechanical Systems,—,www.ktc.edu/,General Phone
Kiamichi Technology Center-McAlester,OK,McAlester,HVAC,—,www.ktc.edu/,General Phone
Kiamichi Technology Center-McAlester,OK,McAlester,Plumbing & Pipefitting,—,www.ktc.edu/,General Phone
Kiamichi Technology Center-McAlester,OK,McAlester,Welding,—,www.ktc.edu/,General Phone
Eastern Center for Arts and Technology,PA,Willow Grove,HVAC,cplesnarski@eastech.org,www.eastech.org/,Cathleen Plesnarski
Eastern Center for Arts and Technology,PA,Willow Grove,Diesel & Automotive Tech,cplesnarski@eastech.org,www.eastech.org/,Cathleen Plesnarski
Eastern Center for Arts and Technology,PA,Willow Grove,Welding,cplesnarski@eastech.org,www.eastech.org/,Cathleen Plesnarski
Eastern Center for Arts and Technology,PA,Willow Grove,Construction,cplesnarski@eastech.org,www.eastech.org/,Cathleen Plesnarski
College of the Marshall Islands,MH,Majuro,Woodworking & Carpentry,david.newnham@cmi.edu,https://www.cmi.edu/,"David Newnham"
Remington College-Fort Worth Campus,TX,North Richland Hills,Construction,—,https://www.remingtoncollege.edu/locations/fort-worth/,General Phone
Remington College-Fort Worth Campus,TX,North Richland Hills,HVAC,—,https://www.remingtoncollege.edu/locations/fort-worth/,General Phone
School of Automotive Machinists & Technology,TX,Houston,Machine & Mechanical Systems,admissions@samtech.edu,samtech.edu/,Admissions Office
Centura College-Newport News,VA,Newport News,HVAC,—,https://www.centuracollege.edu/campuses/newport-news,General Phone
Centura College-Newport News,VA,Newport News,Welding,—,https://www.centuracollege.edu/campuses/newport-news,General Phone
Centura College-Norfolk,VA,Norfolk,Construction,—,https://www.centuracollege.edu/campuses/norfolk,General Phone
Technical & Career Education Center,VA,Virginia Beach,HVAC,David.Swanger@vbschools.com,techcenter.vbschools.com/school/programs-of-study/licensed-practical-nursing,David Swanger
Technical & Career Education Center,VA,Virginia Beach,Diesel & Automotive Tech,David.Swanger@vbschools.com,techcenter.vbschools.com/school/programs-of-study/licensed-practical-nursing,David Swanger
Technical & Career Education Center,VA,Virginia Beach,Woodworking & Carpentry,David.Swanger@vbschools.com,techcenter.vbschools.com/school/programs-of-study/licensed-practical-nursing,David Swanger
Technical & Career Education Center,VA,Virginia Beach,Construction,David.Swanger@vbschools.com,techcenter.vbschools.com/school/programs-of-study/licensed-practical-nursing,David Swanger
Technical & Career Education Center,VA,Virginia Beach,Electronics,David.Swanger@vbschools.com,techcenter.vbschools.com/school/programs-of-study/licensed-practical-nursing,David Swanger
Technical & Career Education Center,VA,Virginia Beach,Plumbing & Pipefitting,David.Swanger@vbschools.com,techcenter.vbschools.com/school/programs-of-study/licensed-practical-nursing,David Swanger
Technical & Career Education Center,VA,Virginia Beach,Welding,David.Swanger@vbschools.com,techcenter.vbschools.com/school/programs-of-study/licensed-practical-nursing,David Swanger
Madison Oneida BOCES,NY,Verona,Diesel & Automotive Tech,publicrelations@moboces.org,www.moboces.org/programs_services/adulted/health_occupations,General Phone
Madison Oneida BOCES,NY,Verona,Woodworking & Carpentry,publicrelations@moboces.org,www.moboces.org/programs_services/adulted/health_occupations,General Phone
Madison Oneida BOCES,NY,Verona,HVAC,publicrelations@moboces.org,www.moboces.org/programs_services/adulted/health_occupations,General Phone
Bay Mills Community College,MI,Brimley,Construction,rhunter@bmcc.edu,www.bmcc.edu/,Raelynn Hunter
CET-Coachella,CA,Coachella,Construction,—,https://cetweb.edu/,General Phone
CET-Coachella,CA,Coachella,HVAC,—,https://cetweb.edu/,General Phone
CET-Oxnard,CA,Oxnard,Construction,—,https://cetweb.edu/,General Phone
CET-Santa Maria,CA,Santa Maria,Construction,—,https://www.cetweb.edu/,General Phone
Greater Lowell Technical School,MA,Tyngsboro,Plumbing & Pipefitting,jdavis@gltech.org,https://www.gltech.org/,Jill Davis
Greater Lowell Technical School,MA,Tyngsboro,Welding,jdavis@gltech.org,https://www.gltech.org/,Jill Davis
Greater Lowell Technical School,MA,Tyngsboro,CAD/CAM Drafting,jdavis@gltech.org,https://www.gltech.org/,Jill Davis
Genesis Career College-Lebanon,TN,Lebanon,HVAC,—,www.genesiscareer.edu/,General Phone
Southwest College for the Deaf,TX,Big Spring,Construction,sstuteville@howardcollege.edu,https://howardcollege.edu/swcd/,Shannon Stuteville
Southwest College for the Deaf,TX,Big Spring,Plumbing & Pipefitting,sstuteville@howardcollege.edu,https://howardcollege.edu/swcd/,Shannon Stuteville
Southwest College for the Deaf,TX,Big Spring,Welding,sstuteville@howardcollege.edu,https://howardcollege.edu/swcd/,Shannon Stuteville
Hacienda La Puente Adult Education,CA,La Puente,Diesel & Automotive Tech,—,www.hlpae.com/,General Phone
Hacienda La Puente Adult Education,CA,La Puente,Welding,—,www.hlpae.com/,General Phone
Hacienda La Puente Adult Education,CA,La Puente,HVAC,—,www.hlpae.com/,General Phone
Hawaii Community College,HI,Hilo,Welding,smurata@hawaii.edu,www.hawaii.hawaii.edu/,Susan Kazama
Hawaii Community College,HI,Hilo,Woodworking & Carpentry,smurata@hawaii.edu,www.hawaii.hawaii.edu/,Susan Kazama
Hawaii Community College,HI,Hilo,Machine & Mechanical Systems,smurata@hawaii.edu,www.hawaii.hawaii.edu/,Susan Kazama
Hawaii Community College,HI,Hilo,Electronics,smurata@hawaii.edu,www.hawaii.hawaii.edu/,Susan Kazama
Hawaii Community College,HI,Hilo,Diesel & Automotive Tech,smurata@hawaii.edu,www.hawaii.hawaii.edu/,Susan Kazama
Buckeye Joint Vocational School,OH,New Philadelphia,Diesel & Automotive Tech,balsept@buckeyecareercenter.org,www.buckeyecareercenter.org/,Bob Alsept
Buckeye Joint Vocational School,OH,New Philadelphia,Welding,balsept@buckeyecareercenter.org,www.buckeyecareercenter.org/,Bob Alsept
Greater Altoona Career & Technology Center,PA,Altoona,Welding,nicole.zernick@gactc.edu,www.gactc.edu/,Nicole Zernick
Greater Altoona Career & Technology Center,PA,Altoona,Woodworking & Carpentry,nicole.zernick@gactc.edu,www.gactc.edu/,Nicole Zernick
Greater Altoona Career & Technology Center,PA,Altoona,Machine & Mechanical Systems,nicole.zernick@gactc.edu,www.gactc.edu/,Nicole Zernick
Greater Altoona Career & Technology Center,PA,Altoona,HVAC,nicole.zernick@gactc.edu,www.gactc.edu/,Nicole Zernick
Greater Altoona Career & Technology Center,PA,Altoona,Diesel & Automotive Tech,nicole.zernick@gactc.edu,www.gactc.edu/,Nicole Zernick
Erie 2 Chautauqua Cattaraugus BOCES,NY,Angola,Welding,>DORourke@e2ccb.org,www.e2ccb.org/,"David O'Rourke"
Erie 2 Chautauqua Cattaraugus BOCES,NY,Angola,Machine & Mechanical Systems,>DORourke@e2ccb.org,www.e2ccb.org/,"David O'Rourke"
Erie 2 Chautauqua Cattaraugus BOCES,NY,Angola,HVAC,>DORourke@e2ccb.org,www.e2ccb.org/,"David O'Rourke"
Erie 2 Chautauqua Cattaraugus BOCES,NY,Angola,Construction,>DORourke@e2ccb.org,www.e2ccb.org/,"David O'Rourke"
Erie 2 Chautauqua Cattaraugus BOCES,NY,Angola,Diesel & Automotive Tech,>DORourke@e2ccb.org,www.e2ccb.org/,"David O'Rourke"
Eastern New Mexico University Ruidoso Branch Community College,NM,Ruidoso,Construction,ryan.trosper@enmu.edu,www.ruidoso.enmu.edu/,Ryan Trosper
Eastern New Mexico University Ruidoso Branch Community College,NM,Ruidoso,HVAC,ryan.trosper@enmu.edu,www.ruidoso.enmu.edu/,Ryan Trosper
Eastern New Mexico University Ruidoso Branch Community College,NM,Ruidoso,Welding,ryan.trosper@enmu.edu,www.ruidoso.enmu.edu/,Ryan Trosper
Heartland Community College,IL,Normal,Welding,Keith.Cornille@heartland.edu,https://www.heartland.edu/,Keith Cornille
Heartland Community College,IL,Normal,Electronics,Keith.Cornille@heartland.edu,https://www.heartland.edu/,Keith Cornille
Heartland Community College,IL,Normal,Construction,Keith.Cornille@heartland.edu,https://www.heartland.edu/,Keith Cornille
Heartland Community College,IL,Normal,Machine & Mechanical Systems,Keith.Cornille@heartland.edu,https://www.heartland.edu/,Keith Cornille
Mid-EastCTC-Adult Education,OH,Zanesville,Welding,ssabino@mideastctc.org,https://adulted.mideastctc.org/,Scott Sabino
Copper Mountain Community College,CA,Joshua Tree,Diesel & Automotive Tech,dotten@cmccd.edu,www.cmccd.edu/,Daren Otten
Copper Mountain Community College,CA,Joshua Tree,CAD/CAM Drafting,dotten@cmccd.edu,www.cmccd.edu/,Daren Otten
Coconino Community College,AZ,Flagstaff,Diesel & Automotive Tech,—,www.coconino.edu/,Doug Friedman
Coconino Community College,AZ,Flagstaff,Construction,—,www.coconino.edu/,Doug Friedman
Coconino Community College,AZ,Flagstaff,HVAC,—,www.coconino.edu/,Doug Friedman
Eastland-Fairfield Career and Technical Schools,OH,Groveport,HVAC,—,https://www.eastlandfairfield.com/,Todd Hoffman
Eastland-Fairfield Career and Technical Schools,OH,Groveport,Welding,—,https://www.eastlandfairfield.com/,Todd Hoffman
Mahoning County Career and Technical Center,OH,Canfield,Diesel & Automotive Tech,John.Zehentbauer@MahoningCTC.co,https://mahoningctc.com/adult,John Zehentbauer
Mahoning County Career and Technical Center,OH,Canfield,Welding,John.Zehentbauer@MahoningCTC.co,https://mahoningctc.com/adult,John Zehentbauer
Scioto County Career Technical Center,OH,Lucasville,Welding,—,www.sciototech.org/,General Phone
Scioto County Career Technical Center,OH,Lucasville,Electronics,—,www.sciototech.org/,General Phone
Remington College-Memphis Campus,TN,Memphis,Construction,—,https://www.remingtoncollege.edu/locations/memphis/,General Phone
Industrial Management Training Institute,CT,Waterbury,HVAC,—,imti.edu/,General Phone
Industrial Management Training Institute,CT,Waterbury,Plumbing & Pipefitting,—,imti.edu/,General Phone
Saline County Career Center,MO,Marshall,Diesel & Automotive Tech,—,https://www.marshallschools.com/o/career-center,Brian Wilcoxson
Cass Career Center,MO,Harrisonville,Diesel & Automotive Tech,anne.hickman@harrisonvilleschools.org,casscareercenter.com/,Anne Hickman
Cass Career Center,MO,Harrisonville,Construction,anne.hickman@harrisonvilleschools.org,casscareercenter.com/,Anne Hickman
Cass Career Center,MO,Harrisonville,Welding,anne.hickman@harrisonvilleschools.org,casscareercenter.com/,Anne Hickman
Washington County Career Center-Adult Technical Training,OH,Marietta,HVAC,—,https://www.thecareercenter.net/,General Phone
Washington County Career Center-Adult Technical Training,OH,Marietta,Welding,—,https://www.thecareercenter.net/,General Phone
Washington County Career Center-Adult Technical Training,OH,Marietta,Machine & Mechanical Systems,—,https://www.thecareercenter.net/,General Phone
Vantage Career Center,OH,Van Wert,Welding,—,www.vantagecareercenter.com/,Rick Turner
Indian Capital Technology Center-Muskogee,OK,Muskogee,Welding,kathy.adair@ictech.edu,www.ictech.edu/,Kathy Adair
Indian Capital Technology Center-Muskogee,OK,Muskogee,HVAC,kathy.adair@ictech.edu,www.ictech.edu/,Kathy Adair
Western Technology Center,OK,Burns Flat,Construction,—,https://www.westtech.edu/,Kathe Corning
Western Technology Center,OK,Burns Flat,HVAC,—,https://www.westtech.edu/,Kathe Corning
Western Technology Center,OK,Burns Flat,Welding,—,https://www.westtech.edu/,Kathe Corning
Eastern Oklahoma County Technology Center,OK,Choctaw,Welding,section504@eoctech.edu,www.eoctech.edu/,General Info
Venango County Area Vocational Technical School,PA,Oil City,Diesel & Automotive Tech,mfontanazza@vtc1.org,www.vtc1.org/,Mario Fontanazza
Venango County Area Vocational Technical School,PA,Oil City,CAD/CAM Drafting,mfontanazza@vtc1.org,www.vtc1.org/,Mario Fontanazza
Venango County Area Vocational Technical School,PA,Oil City,HVAC,mfontanazza@vtc1.org,www.vtc1.org/,Mario Fontanazza
Venango County Area Vocational Technical School,PA,Oil City,Welding,mfontanazza@vtc1.org,www.vtc1.org/,Mario Fontanazza
Venango County Area Vocational Technical School,PA,Oil City,Construction,mfontanazza@vtc1.org,www.vtc1.org/,Mario Fontanazza
Venango County Area Vocational Technical School,PA,Oil City,Machine & Mechanical Systems,mfontanazza@vtc1.org,www.vtc1.org/,Mario Fontanazza
Venango County Area Vocational Technical School,PA,Oil City,Electronics,mfontanazza@vtc1.org,www.vtc1.org/,Mario Fontanazza
Lancaster County Career and Technology Center,PA,Willow Street,Welding,dmsmith@lancasterctc.edu,www.lancasterctc.edu/,David Smith
